Symbol,Name,Sector,Price,EarningsPerShare,DividendsPerShare,BookPerShare,SalesPerShare,MarketCap
SYK,Stryker Corp.,Health Care,148.01,2.68,1.810755524,26.7166065,31.92921857,57509096756
MAR,Marriott Int'l.,Consumer Discretionary,133.88,2.67,1.265551441,12.14882033,44.63075931,50910130358
WM,Waste Management Inc.,Industrials,79.12,2.66,1.645711428,11.75631501,24.13102316,35488486675
BMY,Bristol-Myers Squibb,Health Care,62.69,2.65,1.601532841,9.287407407,9.639823651,1.03E+11
HOLX,Hologic,Health Care,38.8,2.64,0,9.7,8.077695775,11181493750
PKI,PerkinElmer,Health Care,72.06,2.64,0.266290092,22.17230769,19.41456544,8351767268
AWK,American Water Works Company Inc,Utilities,76.06,2.63,1.619543298,29.82745098,13.69504629,13906146184
ZION,Zions Bancorp,Financials,50.71,2.6,0.750981124,35.71126761,13.3638003,10670678640
STX,Seagate Technology,Information Technology,47.44,2.58,2.412690237,3.558889722,36.35650775,14113197720
AMGN,Amgen Inc,Health Care,173.12,2.57,5.150581065,44.27621483,31.01441798,1.28E+11
NVDA,Nvidia Corporation,Information Technology,217.52,2.57,0.570419576,10.6679745,10.82496354,1.39E+11
VFC,V.F. Corp.,Consumer Discretionary,78.75,2.55,1.800671119,9.980988593,21.22015543,31797645904
AJG,Arthur J. Gallagher & Co.,Financials,64.4,2.54,1.597579687,22.05479452,33.1955084,11968488290
CTSH,Cognizant Technology Solutions,Information Technology,75.16,2.54,0.78578149,19.07614213,18.94229749,45119684067
SO,Southern Co.,Utilities,43.4,2.53,2.323211808,23.84615385,17.30420984,43497224128
NKE,Nike,Consumer Discretionary,62.49,2.51,0.761724855,7.013468013,20.45503735,1.07E+11
FTV,Fortive Corp,Industrials,69.14,2.46,0.270040458,9.642956764,13.37779104,24916503061
SEE,Sealed Air,Materials,42.62,2.46,0.614896299,4.039810427,17.25501392,8001938397
JEC,Jacobs Engineering Group,Industrials,62.82,2.43,0.5710044,31.25373134,51.79050715,9326484316
RMD,ResMed,Health Care,89.26,2.41,1.349648957,13.50378215,14.48069519,13233622689
SYF,Synchrony Financial,Financials,34.98,2.41,0.55968,17.75634518,16.58085277,28893750000
ALLE,Allegion,Industrials,77.32,2.37,0.618869435,3.775390625,18.12797053,7599609494
ICE,Intercontinental Exchange,Financials,67,2.37,3.638009148,25.57251908,6.964666376,41373051167
EXPD,Expeditors International,Industrials,60.36,2.36,0.816069494,10.87567568,27.55762973,11040678071
EMR,Emerson Electric Company,Industrials,66.4,2.35,1.8679814,13.25349301,18.08882222,44040298425
RHI,Robert Half International,Industrials,52.26,2.32,0.892379897,8.739130435,39.20361892,7047165475
XLNX,Xilinx Inc,Information Technology,62.82,2.32,1.313244687,8.700831025,8.846384685,17064975551
IT,Gartner Inc,Information Technology,114.26,2.31,0,8.482553823,23.34457521,10828314389
CL,Colgate-Palmolive,Consumer Staples,68.95,2.28,1.572181766,0.291641993,17.23432458,61616643498
CBOE,CBOE Holdings,Financials,111.15,2.27,1.047806937,21.58252427,13.47429192,12998295607
HIG,Hartford Financial Svc.Gp.,Financials,53.34,2.27,0.954887186,46.3826087,38.26525671,19926305632
PAYX,Paychex Inc.,Information Technology,61.86,2.26,1.91102867,5.255734919,8.534194791,23253666810
XEL,Xcel Energy Inc,Utilities,42.44,2.21,1.439321746,21.87628866,16.83822292,21559611927
ORCL,Oracle Corp.,Information Technology,46.84,2.2,0.728430527,13.15730337,8.911440863,2.02E+11
DLR,Digital Realty Trust Inc,Real Estate,98.96,2.19,3.533946409,42.65517241,7.958207509,21400952517
ADM,Archer-Daniels-Midland Co,Consumer Staples,41.35,2.17,1.313320699,32.05426357,78.79354975,23594770663
ETFC,E*Trade,Financials,48.48,2.15,0,22.54883721,8.521504847,13754977266
ADI,"Analog Devices, Inc.",Information Technology,82.68,2.11,1.743690608,26.41533546,10.32995124,31811578855
A,Agilent Technologies Inc,Health Care,65.05,2.1,0.569641484,14.26535088,10.01761283,21984606918
TPR,"Tapestry, Inc.",Consumer Discretionary,48.85,2.09,0,11.22988506,11.97729761,14247199374
HON,Honeywell Int'l Inc.,Industrials,146.02,2.08,2.87809786,25.57267951,51.65576685,1.14E+11
SRCL,Stericycle Inc,Industrials,70.55,2.08,0,32.81395349,31.20670098,6218560288
SYY,Sysco Corp.,Consumer Staples,57,2.08,1.404757761,4.253731343,78.1299795,30445320778
APH,Amphenol Corp,Information Technology,84.44,2.05,0.726941511,12.71686747,21.8940818,26955335395
KR,Kroger Co.,Consumer Staples,27.57,2.05,0.476989645,6.858208955,98.60069626,25471355847
JWN,Nordstrom,Consumer Discretionary,47.23,2.02,1.417858061,5.19010989,63.30809387,8212509855
FAST,Fastenal Co,Industrials,52.15,2.01,1.449699493,7.056833559,15.0159359,15311373377
CMS,CMS Energy,Utilities,41.77,1.99,1.41677186,15.76226415,16.90294094,11873960824
XRAY,Dentsply Sirona,Health Care,56.85,1.99,0.341295024,31.58333333,12.28853878,13390513478
FLR,Fluor Corp.,Industrials,55.31,1.99,0.814523157,23.04583333,100.264629,7978485059
INTC,Intel Corp.,Information Technology,42.75,1.98,1.134955728,12.7994012,12.76547713,2.12E+11
M,Macy's Inc.,Consumer Discretionary,24,1.98,1.46365104,14.20118343,52.74353404,7541063495
AMT,American Tower Corp A,Real Estate,133.57,1.97,2.6714,14.48698482,11.17353766,59213892640
SBUX,Starbucks Corp.,Consumer Discretionary,53.77,1.97,1.18479614,4.024700599,15.63424849,76548976000
DISCA,Discovery Communications-A,Consumer Discretionary,22.87,1.96,0,15.24666667,12.67676521,8763756733
DISCK,Discovery Communications-C,Consumer Discretionary,21.58,1.96,0,15.09090909,12.58461814,8320262123
AIV,Apartment Investment & Management,Real Estate,38.21,1.95,1.48123434,8.147121535,6.175232775,6156884142
K,Kellogg Co.,Consumer Staples,65.98,1.95,2.219542128,5.737391304,28.47185291,22182794875
L,Loews Corp.,Financials,46.05,1.93,2.078311838,54.17647059,29.12757505,16111166935
HRB,Block H&R,Financials,25.19,1.92,0.939487197,0.122632783,12.47742769,5381433872
MGM,MGM Resorts International,Consumer Discretionary,33.5,1.92,0.425028838,10.84142395,15.03812119,19633674337
CSCO,Cisco Systems,Information Technology,38.77,1.91,1.11485372,12.6286645,7.069118364,1.99E+11
MDLZ,Mondelez International,Consumer Staples,42.68,1.91,0.852631121,16.93650794,16.60144273,65827817742
F,Ford Motor,Consumer Discretionary,10.43,1.9,0.707611522,8.277777778,38.5523892,42414328338
XOM,Exxon Mobil Corp.,Energy,76.07,1.88,3.045173004,41.11891892,42.97268142,3.26E+11
VTR,Ventas Inc,Real Estate,50.92,1.86,3.037704397,28.93181818,7.198140188,18865999082
CA,"CA, Inc.",Information Technology,32.66,1.85,0.9798,13.3852459,9.679209482,14175422936
CERN,Cerner,Health Care,61.22,1.84,0,13.25108225,11.01863679,21101697598
CSRA,CSRA Inc.,Information Technology,30.85,1.83,0.393620395,2.713280563,23.15224972,5134501276
XYL,Xylem Inc.,Industrials,70.24,1.83,0.821863771,13.22787194,25.76471198,12915021000
EXPE,Expedia Inc.,Consumer Discretionary,123.03,1.81,1.141544866,29.7173913,49.06500713,19722178609
NTAP,NetApp,Information Technology,55.85,1.81,0.775290599,10.22893773,15.22336534,15375210915
AKAM,Akamai Technologies Inc,Information Technology,62.49,1.79,0,19.22769231,10.67356279,10906904066
PDCO,Patterson Companies,Health Care,32.88,1.79,1.010197952,14.05128205,41.76409081,3209792400
ALXN,Alexion Pharmaceuticals,Health Care,108.47,1.77,0,38.46453901,11.15881983,26172439795
EQIX,Equinix,Real Estate,409.98,1.77,7.697709454,79.76264591,38.53508405,33333813618
RSG,Republic Services Inc,Industrials,62.72,1.77,1.33983894,22.16254417,21.74667852,21590903863
PEG,Public Serv. Enterprise Inc.,Utilities,46.73,1.75,1.685023051,24.85638298,13.54828398,24138050331
FIS,Fidelity National Information Services,Information Technology,92.74,1.72,1.226694238,28.53538462,19.71579953,32308459680
JCI,Johnson Controls International,Industrials,36.55,1.71,1.01095743,21.62721893,32.01833043,34822224800
AOS,A.O. Smith Corp,Industrials,60.24,1.7,0.691530622,9.486614173,16.84807528,10783419933
BF.B,Brown-Forman Corp.,Consumer Staples,63.33,1.7,0.71037033,5.123786408,34.39717071,5498033502
CBG,CBRE Group,Real Estate,41.92,1.69,0,11.20855615,28.66849934,14440591731
GPS,Gap Inc.,Consumer Discretionary,31.17,1.69,0.879104872,7.93129771,27.60914381,12684517721
RHT,Red Hat Inc.,Information Technology,124.65,1.68,0,7.944550669,15.19737013,22799923883
OKE,ONEOK,Energy,54.4,1.66,2.961329117,13.49875931,20.79545283,21988472489
LNT,Alliant Energy Corp,Utilities,37.14,1.65,1.327135988,17.43661972,10.81805938,8670163500
QCOM,QUALCOMM Inc.,Information Technology,62.42,1.65,2.188155009,16.34031414,14.640011,96282828902
ZTS,Zoetis,Health Care,71.51,1.65,0.487964239,3.953012714,7.705075027,35991109776
ABC,AmerisourceBergen Corp,Health Care,91.55,1.64,1.476926347,9.409044193,526.2406403,20587704101
EQR,Equity Residential,Real Estate,55.26,1.63,1.958299349,26.44019139,6.430352567,20925508143
SCHW,Charles Schwab Corporation,Financials,48.9,1.61,0.37593697,10.84257206,6.151241287,69750188843
DWDP,DowDuPont,Materials,68.21,1.59,1.468543975,44.29220779,25.33578458,1.65E+11
FOXA,Twenty-First Century Fox Class A,Consumer Discretionary,34.56,1.59,0.345024956,8.408759124,16.39444037,44027094922
FOX,Twenty-First Century Fox Class B,Consumer Discretionary,34.09,1.59,0.343764719,8.438118812,10.76928452,66135313503
GPN,Global Payments Inc.,Information Technology,100.59,1.58,0.037844244,21.26638478,17.41566974,16920023264
ARE,Alexandria Real Estate Equities Inc,Real Estate,114.58,1.57,3.467451126,55.352657,10.92054016,12043374429
HRL,Hormel Foods Corp.,Consumer Staples,32.21,1.57,0.737858885,9.229226361,12.79454464,17338613096
FMC,FMC Corporation,Materials,80.87,1.56,0.635634157,15.37452471,13.45836225,11273961835
BAC,Bank of America Corp,Financials,29.74,1.55,0.4568064,23.98387097,9.290302717,3.21E+11
LKQ,LKQ Corporation,Consumer Discretionary,38.86,1.5,0,12.86754967,22.54571657,12469931896
KO,Coca-Cola Company (The),Consumer Staples,43.1,1.49,1.431508056,4.98265896,6.31766757,1.90E+11
HPQ,HP Inc.,Information Technology,19.92,1.49,0.52331091,30.18181818,22.24479707,34895294088
IPG,Interpublic Group,Consumer Discretionary,21.34,1.49,0.721352115,5.321695761,14.5042756,8277363031
MAS,Masco Corp.,Industrials,40.7,1.47,0.400421639,3.411567477,17.63228328,13428792315
PYPL,PayPal,Information Technology,72.32,1.47,0,12.4475043,10.42721596,90708000000
CAG,Conagra Brands,Consumer Staples,35.49,1.46,0.840526563,9.194300518,19.39874919,14379717835
PHM,Pulte Homes Inc.,Consumer Discretionary,28.67,1.44,0.345075216,14.40703518,27.72313303,8792572352
REG,Regency Centers Corporation,Real Estate,55.58,1.43,2.048141786,36.80794702,4.038609631,9858367494
HBI,Hanesbrands Inc,Consumer Discretionary,19.57,1.41,0.534699446,3.171799028,11.97691424,8006268615
MRK,Merck & Co.,Health Care,54.73,1.4,1.880486678,13.61442786,10.75386183,1.52E+11
NLSN,Nielsen Holdings,Industrials,33.9,1.39,1.227476015,11.22516556,12.42295296,13377670080
MCO,Moody's Corp,Financials,152.14,1.35,1.694938491,2.060400867,15.31666146,30189978000
GGP,General Growth Properties Inc.,Real Estate,21.62,1.34,0.865980884,8.412451362,1.271482212,21018887283
HCP,HCP Inc.,Real Estate,22.64,1.33,1.433156601,11.49238579,2.785738446,10967755538
BAX,Baxter International Inc.,Health Care,62.56,1.29,0.610807025,16.59416446,18.18900011,35713732553
WDC,Western Digital,Information Technology,80.09,1.29,1.913511081,40.045,64.30333769,24760297793
ATVI,Activision Blizzard,Information Technology,65.83,1.28,0.284321903,12.75775194,6.213237792,52518668144
PWR,Quanta Services Inc.,Industrials,33.51,1.28,0,23.43356643,43.02031303,5330131216
CAT,Caterpillar Inc.,Industrials,145.99,1.26,2.951203617,25.38956522,71.32448081,91822049046
NFLX,Netflix Inc.,Information Technology,250.1,1.25,0,8.12012987,25.36101162,1.15E+11
AEP,American Electric Power,Utilities,63.38,1.24,2.438827097,35.01657459,23.05571196,31701916517
FCX,Freeport-McMoRan Inc.,Materials,17.16,1.24,0.192161249,4.68852459,10.37588707,25853969330
EXC,Exelon Corp.,Utilities,35.98,1.23,1.373510379,28.55555556,25.82197008,34734816899
FLIR,FLIR Systems,Information Technology,46.46,1.21,0.575950403,13.19886364,9.042497598,6706992926
MNST,Monster Beverage,Consumer Staples,61.99,1.19,0,6.484309623,4.380117925,36403831015
NWL,Newell Brands,Consumer Discretionary,27.91,1.17,0.871595417,27.63366337,21.78685122,14438346000
CTL,CenturyLink Inc,Telecommunication Services,16.2,1.16,2.051113752,11.65467626,10.94891695,18237196861
TXT,Textron Inc.,Industrials,55.54,1.14,0.076725955,21.61089494,52.17132371,15254672353
FLS,Flowserve Corporation,Industrials,40.82,1.12,0.746647437,12.95873016,19.62213498,5427884956
KEY,KeyCorp,Financials,20.08,1.12,0.399129196,12.95483871,6.139825975,22589744920
O,Realty Income Corporation,Real Estate,47.56,1.12,2.554940322,24.77083333,3.051051416,13784942453
UDR,UDR Inc,Real Estate,32.92,1.08,1.207715959,10.06727829,2.662174934,9050154422
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,78.66,1.05,0.575420633,4.451612903,20.90439381,26242415796
VRTX,Vertex Pharmaceuticals Inc,Health Care,151.6,1.04,0,6.91921497,9.36646376,39369386348
CCI,Crown Castle International Corp.,Real Estate,103.81,1.02,4.009213829,29.32485876,10.25254484,44183023189
HST,Host Hotels & Resorts,Real Estate,18.75,1.02,0.771208219,9.282178218,5.274390978,14394715334
NI,NiSource Inc.,Utilities,22.51,1.02,0.760407136,12.36813187,10.06647946,7776566371
NAVI,Navient,Financials,13.38,1.01,0.609914509,13.11764706,19.15100366,3692691330
CNP,CenterPoint Energy,Utilities,25.85,1,1.088524268,8.052959502,15.89535067,11362043297
HBAN,Huntington Bancshares,Financials,15.1,1,0.424808179,8.779069767,4.300511544,16766497291
INFO,IHS Markit Ltd.,Industrials,43.73,1,0,19.52232143,8.641609359,17969275816
RF,Regions Financial Corp.,Financials,17.9,1,0.339873422,13.56060606,5.151418611,21500640000
PBCT,People's United Financial,Financials,18.56,0.97,0.667,15.86324786,4.725928726,6527616000
MYL,Mylan N.V.,Health Care,39.25,0.93,0,24.0797546,15.47777384,21698849265
DRE,Duke Realty Corp,Real Estate,24.52,0.88,0.773196712,12.63917526,1.525135787,9035293365
SLG,SL Green Realty,Real Estate,90.61,0.88,3.171252322,68.64393939,13.76631485,8617714345
SNPS,Synopsys Inc.,Information Technology,82.62,0.87,0,20.75879397,13.16388221,12767067883
BLL,Ball Corp,Materials,38.44,0.85,0.390948408,10.61878453,24.48969346,13767688518
MOS,The Mosaic Company,Materials,24.13,0.85,0.095564355,25.67021277,13.28601244,9726962131
TRIP,TripAdvisor,Consumer Discretionary,40.05,0.81,0,11.4756447,8.720593175,5700998508
CMG,Chipotle Mexican Grill,Consumer Discretionary,266.01,0.8,0,43.53682488,104.2201583,7685283970
KIM,Kimco Realty,Real Estate,14.01,0.8,1.080661154,11.675,1.986981992,6180487499
JNPR,Juniper Networks,Information Technology,24.66,0.78,0.38849941,13.85393258,13.29858516,9267350000
WY,Weyerhaeuser Corp.,Real Estate,33.6,0.77,1.245886454,11.5862069,9.23158232,26070297960
IQV,IQVIA Holdings Inc.,Health Care,95.23,0.76,0,34.37906137,33.44092041,20426488713
CDNS,Cadence Design Systems,Information Technology,36.82,0.74,0,3.353369763,6.401544438,10890625200
MCHP,Microchip Technology,Information Technology,79.9,0.66,1.399285983,13.54237288,10.728406,19393095636
MET,MetLife Inc.,Financials,44.28,0.63,1.531517496,52.09411765,42.18402753,48679364276
SBAC,SBA Communications,Real Estate,159.85,0.62,0,1.755821617,10.52392004,19572031314
XRX,Xerox Corp.,Information Technology,29.8,0.59,0.955740832,20,37.82851143,7938833340
BWA,BorgWarner,Consumer Discretionary,51.94,0.55,0.642167254,17.97231834,32.80826632,11596117445
INCY,Incyte,Health Care,83.92,0.54,0,8.187317073,4.928645638,18220961259
WU,Western Union Co,Information Technology,18.81,0.51,0.675577214,1.486956522,8.447212779,8951609207
IRM,Iron Mountain Incorporated,Real Estate,32.07,0.46,2.271383406,6.452716298,9.748127475,9410249279
UAA,Under Armour Class A,Consumer Discretionary,13.14,0.45,0,4.830882353,8.200670533,5856913571
UA,Under Armour Class C,Consumer Discretionary,11.95,0.45,0,4.78,8.107858537,5366628950
JNJ,Johnson & Johnson,Health Care,126.36,0.39,3.230631589,26.65822785,27.27612884,3.53E+11
LUK,Leucadia National Corp.,Financials,23.86,0.33,0.381607344,28.4047619,22.9199255,8910389431
CRM,Salesforce.com,Information Technology,104.03,0.27,0,11.80817253,10.02807195,79489115000
ABT,Abbott Laboratories,Health Care,56.27,0.26,1.074184396,17.63949843,15.04352222,1.02E+11
HPE,Hewlett Packard Enterprise,Information Technology,15.04,0.21,0.289974298,14.18867925,10.29448384,24800859640
WAT,Waters Corporation,Health Care,191.79,0.19,0,31.18536585,27.46758806,16064078572
BSX,Boston Scientific,Health Care,25.2,0.07,0,5.271966527,6.213500309,36142506007
AMD,Advanced Micro Devices Inc,Information Technology,11.22,0.03,0,0.52258966,5.319563786,11191663795
KMI,Kinder Morgan,Energy,16.8,0.01,0.48582996,15.70093458,5.949143323,38612712234
FTI,TechnipFMC,Energy,29.1,0.01,0.49645668,27.45283019,18.63503194,14163064455
